#Organism Name,Strain,GenBank FTP,RefSeq FTP
"Desulfovibrio vulgaris str. 'Miyazaki F'","Miyazaki F","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/385/GCA_000021385.1_ASM2138v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/385/GCF_000021385.1_ASM2138v1"
"Delftia acidovorans SPH-1","SPH-1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/665/GCA_000018665.1_ASM1866v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/665/GCF_000018665.1_ASM1866v1"
"Rickettsia bellii RML369-C","RML369-C","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/385/GCA_000012385.1_ASM1238v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/385/GCF_000012385.1_ASM1238v1"
"Bacillus subtilis subsp. subtilis str. 168","168","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/045/GCA_000009045.1_ASM904v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/045/GCF_000009045.1_ASM904v1"
"Methanococcus maripaludis C7","C7","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/225/GCA_000017225.1_ASM1722v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/225/GCF_000017225.1_ASM1722v1"
"Ralstonia pickettii 12J","12J","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/020/205/GCA_000020205.1_ASM2020v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/205/GCF_000020205.1_ASM2020v1"
"Lactobacillus helveticus","CAUH18","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/308/285/GCA_001308285.1_ASM130828v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/308/285/GCF_001308285.1_ASM130828v1"
"Geobacillus stearothermophilus 10","10","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/274/575/GCA_001274575.1_ASM127457v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/274/575/GCF_001274575.1_ASM127457v1"
"Rickettsia rickettsii str. Iowa","Iowa","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/445/GCA_000017445.3_ASM1744v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/445/GCF_000017445.4_ASM1744v3"
"Photobacterium damselae subsp. damselae","KC-Na-1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/142/615/GCA_002142615.1_ASM214261v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/142/615/GCF_002142615.1_ASM214261v1"
"Borreliella afzelii HLJ01","HLJ01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/304/735/GCA_000304735.1_ASM30473v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/735/GCF_000304735.1_ASM30473v1"
"Bifidobacterium adolescentis ATCC 15703","ATCC 15703","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/425/GCA_000010425.1_ASM1042v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/425/GCF_000010425.1_ASM1042v1"
"Vibrio harveyi","ATCC 33843 (392 [MAV])","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/770/115/GCA_000770115.2_ASM77011v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/115/GCF_000770115.1_ASM77011v2"
"Saccharopolyspora erythraea NRRL 2338","NRRL 2338","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/062/885/GCA_000062885.1_ASM6288v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/062/885/GCF_000062885.1_ASM6288v1"
"Thermoanaerobacter ethanolicus JW 200","JW 200","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/722/315/GCA_003722315.1_ASM372231v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/722/315/GCF_003722315.1_ASM372231v1"
"Vibrio parahaemolyticus RIMD 2210633","O3:K6 substr. RIMD 2210633","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/095/GCA_000196095.1_ASM19609v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/095/GCF_000196095.1_ASM19609v1"
"Methylorubrum extorquens PA1","PA1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/845/GCA_000018845.1_ASM1884v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/845/GCF_000018845.1_ASM1884v1"
"Lactococcus garvieae ATCC 49156","ATCC 49156","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/269/925/GCA_000269925.1_ASM26992v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/269/925/GCF_000269925.1_ASM26992v1"
"Sulfolobus islandicus L.S.2.15","L.S.2.15","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/385/GCA_000022385.1_ASM2238v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/385/GCF_000022385.1_ASM2238v1"
"Methylobacterium radiotolerans JCM 2831","JCM 2831","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/725/GCA_000019725.1_ASM1972v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/725/GCF_000019725.1_ASM1972v1"
"Orientia tsutsugamushi str. Boryong","Boryong","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/063/545/GCA_000063545.1_ASM6354v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/063/545/GCF_000063545.1_ASM6354v1"
"Lactobacillus fermentum IFO 3956","IFO 3956","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/145/GCA_000010145.1_ASM1014v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/145/GCF_000010145.1_ASM1014v1"
"Clostridium kluyveri DSM 555","DSM 555","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/505/GCA_000016505.1_ASM1650v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/505/GCF_000016505.1_ASM1650v1"
"Porphyromonas gingivalis ATCC 33277","ATCC 33277","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/505/GCA_000010505.1_ASM1050v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/505/GCF_000010505.1_ASM1050v1"
"Gramella forsetii KT0803","KT0803","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/060/345/GCA_000060345.1_ASM6034v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/060/345/GCF_000060345.1_ASM6034v1"
"Ureaplasma parvum serovar 3 str. ATCC 27815","ATCC 27815","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/345/GCA_000019345.1_ASM1934v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/345/GCF_000019345.1_ASM1934v1"
"Ureaplasma urealyticum serovar 10 str. ATCC 33699","ATCC 33699","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/265/GCA_000021265.1_ASM2126v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/265/GCF_000021265.1_ASM2126v1"
"Mycoplasma mycoides subsp. mycoides SC str. PG1","PG1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/445/GCA_000011445.1_ASM1144v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/445/GCF_000011445.1_ASM1144v1"
"Burkholderia thailandensis E264","E264; ATCC 700388","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/365/GCA_000012365.1_ASM1236v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/365/GCF_000012365.1_ASM1236v1"
"Phaeobacter gallaeciensis DSM 26640","DSM 26640","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/385/GCA_000511385.1_ASM51138v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/511/385/GCF_000511385.1_ASM51138v1"
"Octadecabacter antarcticus 307","307","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/155/675/GCA_000155675.2_ASM15567v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/155/675/GCF_000155675.2_ASM15567v2"
"Aliivibrio fischeri ES114","ES114","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/805/GCA_000011805.1_ASM1180v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/805/GCF_000011805.1_ASM1180v1"
"Burkholderia oklahomensis","EO147","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/755/985/GCA_000755985.1_ASM75598v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/755/985/GCF_000755985.1_ASM75598v1"
"Clostridium botulinum A str. Hall","Hall","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/045/GCA_000017045.1_ASM1704v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/045/GCF_000017045.1_ASM1704v1"
"Burkholderia multivorans ATCC 17616","ATCC 17616","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/545/GCA_000010545.1_ASM1054v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/545/GCF_000010545.1_ASM1054v1"
"Ochrobactrum anthropi ATCC 49188","ATCC 49188","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/405/GCA_000017405.1_ASM1740v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/405/GCF_000017405.1_ASM1740v1"
"Rickettsia prowazekii str. Madrid E","Madrid E","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/735/GCA_000195735.1_ASM19573v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/735/GCF_000195735.1_ASM19573v1"
"Borreliella burgdorferi B31","B31","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/685/GCA_000008685.2_ASM868v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/685/GCF_000008685.2_ASM868v2"
"Treponema pallidum subsp. pallidum str. Sea 81-4","Sea 81-4","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/604/125/GCA_000604125.1_ASM60412v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/604/125/GCF_000604125.1_ASM60412v1"
"Rhizobium leguminosarum bv. trifolii WSM2304","WSM2304","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/345/GCA_000021345.1_ASM2134v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/345/GCF_000021345.1_ASM2134v1"
"Anaeromyxobacter dehalogenans 2CP-1","2CP-1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/145/GCA_000022145.1_ASM2214v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/145/GCF_000022145.1_ASM2214v1"
"Clavibacter michiganensis subsp. michiganensis NCPPB 382","NCPPB 382","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/063/485/GCA_000063485.1_ASM6348v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/063/485/GCF_000063485.1_ASM6348v1"
"Methanococcus voltae A3","A3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/175/GCA_000006175.2_ASM617v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/175/GCF_000006175.1_ASM617v2"
"Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'","Patoc 1 (Paris)","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/685/GCA_000017685.1_ASM1768v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/685/GCF_000017685.1_ASM1768v1"
"Brucella canis ATCC 23365","","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/525/GCA_000018525.1_ASM1852v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/525/GCF_000018525.1_ASM1852v1"
"Mycobacterium marinum E11","E11","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/723/425/GCA_000723425.2_E11","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/723/425/GCF_000723425.2_E11"
"Burkholderia ambifaria MC40-6","MC40-6","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/925/GCA_000019925.1_ASM1992v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/925/GCF_000019925.1_ASM1992v1"
"Brucella suis 1330","1330","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/505/GCA_000007505.1_ASM750v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/505/GCF_000007505.1_ASM750v1"
"Enterococcus faecalis V583","V583","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/785/GCA_000007785.1_ASM778v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/785/GCF_000007785.1_ASM778v1"
"Klebsiella pneumoniae subsp. pneumoniae HS11286","HS11286","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/185/GCA_000240185.2_ASM24018v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/185/GCF_000240185.1_ASM24018v2"
"Bifidobacterium dentium JCM 1195 = DSM 20436","JCM 1195","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/042/595/GCA_001042595.1_ASM104259v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/042/595/GCF_001042595.1_ASM104259v1"
"Bradyrhizobium japonicum USDA 6","USDA 6","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/375/GCA_000284375.1_ASM28437v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/284/375/GCF_000284375.1_ASM28437v1"
"Gluconacetobacter diazotrophicus PA1 5","PAl 5; ATCC 49037","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/325/GCA_000021325.1_ASM2132v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/325/GCF_000021325.1_ASM2132v1"
"Microcystis aeruginosa NIES-843","NIES-843","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/625/GCA_000010625.1_ASM1062v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/625/GCF_000010625.1_ASM1062v1"
"Methanobrevibacter smithii ATCC 35061","ATCC 35061; PS; DSMZ 861","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/525/GCA_000016525.1_ASM1652v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/525/GCF_000016525.1_ASM1652v1"
"Streptococcus dysgalactiae subsp. equisimilis AC-2713","AC-2713","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/855/GCA_000317855.1_ASM31785v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/855/GCF_000317855.1_ASM31785v1"
"Rhizobium etli CFN 42","CFN 42","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/045/GCA_000092045.1_ASM9204v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/045/GCF_000092045.1_ASM9204v1"
"Bartonella tribocorum CIP 105476","type strain:506 = CIP 105476","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/435/GCA_000196435.1_ASM19643v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/435/GCF_000196435.1_ASM19643v1"
"Chromohalobacter salexigens DSM 3043","DSM 3043","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/055/785/GCA_000055785.1_ASM5578v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/055/785/GCF_000055785.1_ASM5578v1"
"Hungateiclostridium thermocellum ATCC 27405","ATCC 27405","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/865/GCA_000015865.1_ASM1586v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/865/GCF_000015865.1_ASM1586v1"
"Streptomyces clavuligerus","F613-1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/675/GCA_001693675.1_ASM169367v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/693/675/GCF_001693675.1_ASM169367v1"
"Chlamydia psittaci 6BC","6BC","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/255/GCA_000204255.1_ASM20425v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/255/GCF_000204255.1_ASM20425v1"
"Borreliella garinii","CIP 103362","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/545/GCA_001922545.1_ASM192254v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/922/545/GCF_001922545.1_ASM192254v1"
"Bifidobacterium animalis subsp. lactis AD011","AD011","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/425/GCA_000021425.1_ASM2142v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/425/GCF_000021425.1_ASM2142v1"
"Bacillus amyloliquefaciens DSM 7","DSM 7","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/735/GCA_000196735.1_ASM19673v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/735/GCF_000196735.1_ASM19673v1"
"Streptococcus mutans UA159","UA159","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/465/GCA_000007465.2_ASM746v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/465/GCF_000007465.2_ASM746v2"
"Comamonas testosteroni TK102","TK102","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/739/375/GCA_000739375.1_ASM73937v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/739/375/GCF_000739375.1_ASM73937v1"
"Enterococcus faecium DO","DO","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/174/395/GCA_000174395.2_ASM17439v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/174/395/GCF_000174395.2_ASM17439v2"
"Neisseria gonorrhoeae FA 1090","FA 1090","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/845/GCA_000006845.1_ASM684v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/845/GCF_000006845.1_ASM684v1"
"Bacillus mycoides","ATCC 6462","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/605/GCA_000832605.1_ASM83260v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/832/605/GCF_000832605.1_ASM83260v1"
"Yersinia frederiksenii Y225","Y225","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/215/GCA_000834215.1_ASM83421v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/215/GCF_000834215.1_ASM83421v1"
"Yersinia kristensenii","Y231","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/865/GCA_000834865.1_ASM83486v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/865/GCF_000834865.1_ASM83486v1"
"Alteromonas macleodii ATCC 27126","ATCC 27126","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/635/GCA_000172635.2_ASM17263v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/172/635/GCF_000172635.2_ASM17263v2"
"Stenotrophomonas maltophilia K279a","K279a","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/072/485/GCA_000072485.1_ASM7248v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/072/485/GCF_000072485.1_ASM7248v1"
"Bifidobacterium bifidum PRL2010","PRL2010","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/905/GCA_000165905.1_ASM16590v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/905/GCF_000165905.1_ASM16590v1"
"Micrococcus luteus NCTC 2665","NCTC 2665","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/205/GCA_000023205.1_ASM2320v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/205/GCF_000023205.1_ASM2320v1"
"Streptococcus equi subsp. zooepidemicus","H70","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/026/605/GCA_000026605.1_ASM2660v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/605/GCF_000026605.1_ASM2660v1"
"Zymomonas mobilis subsp. mobilis ATCC 10988","ATCC 10988","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/175/255/GCA_000175255.2_ASM17525v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/175/255/GCF_000175255.2_ASM17525v2"
"Saccharolobus solfataricus","P1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/079/115/GCA_900079115.1_SSOP1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/079/115/GCF_900079115.1_SSOP1"
"Glaesserella parasuis SH0165","SH0165","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/885/GCA_000021885.1_ASM2188v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/885/GCF_000021885.1_ASM2188v1"
"Mycobacterium leprae TN","TN","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/855/GCA_000195855.1_ASM19585v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/855/GCF_000195855.1_ASM19585v1"
"Acetobacter pasteurianus IFO 3283-01","IFO 3283 substr. IFO 3283-01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/825/GCA_000010825.1_ASM1082v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/825/GCF_000010825.1_ASM1082v1"
"Francisella tularensis subsp. novicida","AL97-2214","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/880/205/GCA_001880205.1_ASM188020v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/880/205/GCF_001880205.1_ASM188020v1"
"Pasteurella multocida","ATCC 43137","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/754/275/GCA_000754275.1_ASM75427v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/754/275/GCF_000754275.1_ASM75427v1"
"Lactobacillus rhamnosus GG","GG (ATCC 53103)","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/026/505/GCA_000026505.1_ASM2650v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/505/GCF_000026505.1_ASM2650v1"
"Francisella philomiragia subsp. philomiragia ATCC 25017","ATCC 25017","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/285/GCA_000019285.1_ASM1928v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/285/GCF_000019285.1_ASM1928v1"
"Thermomicrobium roseum DSM 5159","DSM 5159","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/685/GCA_000021685.1_ASM2168v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/685/GCF_000021685.1_ASM2168v1"
"Fibrobacter succinogenes subsp. succinogenes S85","S85","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/146/505/GCA_000146505.1_ASM14650v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/505/GCF_000146505.1_ASM14650v1"
"Vibrio splendidus","BST398","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/345/295/GCA_003345295.1_ASM334529v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/345/295/GCF_003345295.1_ASM334529v1"
"Brucella pinnipedialis B2/94","B2/94","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/221/005/GCA_000221005.1_ASM22100v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/221/005/GCF_000221005.1_ASM22100v1"
"Brucella ceti TE10759-12","TE10759-12","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/590/795/GCA_000590795.1_ASM59079v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/590/795/GCF_000590795.1_ASM59079v1"
"Enterococcus gallinarum","FDAARGOS_163","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/875/GCA_001558875.2_ASM155887v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/875/GCF_001558875.2_ASM155887v2"
"Enterococcus casseliflavus EC20","EC20","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/157/355/GCA_000157355.2_ASM15735v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/157/355/GCF_000157355.2_ASM15735v2"
"Caulobacter vibrioides CB15","CB15","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/905/GCA_000006905.1_ASM690v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/905/GCF_000006905.1_ASM690v1"
"Brucella melitensis bv. 1 str. 16M","16M","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/125/GCA_000007125.1_ASM712v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/125/GCF_000007125.1_ASM712v1"
"Dickeya dadantii 3937","3937","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/055/GCA_000147055.1_ASM14705v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/055/GCF_000147055.1_ASM14705v1"
"Burkholderia glumae BGR1","BGR1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/645/GCA_000022645.2_ASM2264v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/645/GCF_000022645.2_ASM2264v1"
"Streptococcus infantarius subsp. infantarius CJ18","CJ18","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/246/835/GCA_000246835.1_ASM24683v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/246/835/GCF_000246835.1_ASM24683v1"
"Clostridium sporogenes","NCIMB 10696","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/973/705/GCA_000973705.1_ASM97370v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/973/705/GCF_000973705.1_ASM97370v1"
